"","Village","District","Latitude","Longitude","Elevation","Acres","Planting.year","Age","variety","Row.spacing..meter.","Plant.to.plant.spacing..meter.","Population.acre","Rainfed..irrigated","Irrigation.frequency","N.fert","Yield..Kgs.acre.","ID","dry_sumrain","dry_meantmax","dry_meantmin","dry_meanvpd","dry_sumsoil","wet_sumrain","wet_meantmax","wet_meantmin","wet_meanvpd","wet_sumsoil","Elevation_update","aspect"
"62","Thuthurmattam","The Nilgiris",11.28715,76.73342,1540,2,1990,32,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.73342_11.28715",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1518,142.777060382247
"63","Thuthurmattam","The Nilgiris",11.28551,76.732134,1550,3,1985,37,"clone","0.75 m","0.75 m",5500,"Rainfed","Nil",NA,3000,"76.732134_11.28551",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1528,87.9058741668995
"64","Thuthurmattam","The Nilgiris",11.282726,76.730622,1612,4,1990,32,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.730622_11.282726",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1592,36.1864109033151
"65","Thuthurmattam","The Nilgiris",11.28405,76.72853,1571,2,1980,42,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil",NA,3000,"76.72853_11.28405",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1549,309.068376085372
"66","Thuthurmattam","The Nilgiris",11.28609,76.729509,1549,3,1970,52,"clone","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.729509_11.28609",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1527,350.589004698538
"67","Thuthurmattam","The Nilgiris",11.29059,76.73079,1567,5,1980,42,"clone","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.73079_11.29059",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1544,149.422718273874
"68","Thuthurmattam","The Nilgiris",11.2899,76.734014,1548,0.5,2012,10,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",5000,"76.734014_11.2899",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1527,171.142733820173
"69","Thuthurmattam","The Nilgiris",11.29129,76.73576,1544,0.75,2002,20,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4500,"76.73576_11.29129",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1521,86.6763543054238
"70","Thuthurmattam","The Nilgiris",11.293674,76.735594,1554,1,1980,42,"clone","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",4000,"76.735594_11.293674",1471.6,22.4291666666667,12.0666666666667,0.547083333333333,1636.4,5481.1,20.7791666666667,12.9208333333333,0.307916666666667,4024.2,1546,116.271994522219
"71","Thuthurmattam","The Nilgiris",11.29384,76.73443,1593,2,1990,32,"clone","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",3500,"76.73443_11.29384",1471.6,22.4291666666667,12.0666666666667,0.547083333333333,1636.4,5481.1,20.7791666666667,12.9208333333333,0.307916666666667,4024.2,1573,121.762455739914
"72","Kallakorai","The Nilgiris",11.36382,76.6775,7096,2,1970,52,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",6000,"76.6775_11.36382",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2142,68.5738230508452
"73","Kallakorai","The Nilgiris",11.36415,76.67695,7080,1.5,1980,42,"chinese","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.67695_11.36415",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2135,325.140711889364
"74","Kallakorai","The Nilgiris",11.3602,76.6773,7380,1.25,2002,20,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",7000,"76.6773_11.3602",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2224,316.535414821755
"75","Kallakorai","The Nilgiris",11.3592,76.67363,7431,1.75,2002,20,"chinese","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",5000,"76.67363_11.3592",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2166,301.09747427948
"76","Kallakorai","The Nilgiris",11.3588,76.673,7092,2,1940,82,"chinese","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.673_11.3588",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2149,278.634361048125
"77","Kallakorai","The Nilgiris",11.35867,76.67193,7000,2,1990,32,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.67193_11.35867",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2110,284.746121889388
"78","Kallakorai","The Nilgiris",11.35846,76.6708,6879,0.5,1970,52,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4500,"76.6708_11.35846",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2074,301.425502474291
"79","Kallakorai","The Nilgiris",11.3593,76.66998,6818,0.75,2002,20,"VP","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",3500,"76.66998_11.3593",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2051,251.788462304832
"80","Kallakorai","The Nilgiris",11.35966,76.67105,6929,1,1980,42,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.67105_11.35966",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2091,277.665560023326
"81","Kallakorai","The Nilgiris",11.359,76.67184,6996,2,1970,52,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.67184_11.359",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2110,260.200080765514
"82","Kallakorai","The Nilgiris",11.35832,76.67155,6966,0.5,1980,42,"chinese","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",3500,"76.67155_11.35832",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2104,298.520395325987
"83","Kallakorai","The Nilgiris",11.35886,76.67297,7119,2,1990,32,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.67297_11.35886",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2149,278.634361048125
"84","Kallakorai","The Nilgiris",11.35968,76.67108,6933,2,2002,20,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",5000,"76.67108_11.35968",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2091,277.665560023326
"85","Kallakorai","The Nilgiris",11.3607,76.6697,6873,1.5,1980,42,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4500,"76.6697_11.3607",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2075,161.339191110883
"86","Kallakorai","The Nilgiris",11.3618,76.672,6998,1.5,1970,52,"clone","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",4000,"76.672_11.3618",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2110,261.025866133589
"87","Kallakorai","The Nilgiris",11.361318,76.673191,6995,1,1990,32,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.673191_11.361318",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2112,47.7103790208286
"88","Kallakorai","The Nilgiris",11.36196,76.67316,6954,1,1970,52,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.67316_11.36196",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2102,72.249546969604
"89","Kallakorai","The Nilgiris",11.36102,76.67298,7025,1,1980,42,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",3500,"76.67298_11.36102",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2118,41.9038132376724
"90","Kallakorai","The Nilgiris",11.36014,76.6737,7110,2,1973,49,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.6737_11.36014",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2137,312.966081580995
"91","Kallakorai","The Nilgiris",11.35937,76.67425,7249,1,1970,52,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.67425_11.35937",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2182,295.587451818145
"92","Kallakorai","The Nilgiris",11.3606,76.6746,7088,1.5,2012,10,"VP","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",3500,"76.6746_11.3606",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2154,341.339208029826
"93","Kallakorai","The Nilgiris",11.35921,76.674,7227,0.5,1980,42,"chinese","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4500,"76.674_11.35921",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2175,296.266783177817
"94","Kallakorai","The Nilgiris",11.359,76.67411,7249,1,2002,20,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.67411_11.359",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2191,295.224085596731
"95","Kallakorai","The Nilgiris",11.35898,76.67386,7216,1,1997,25,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.67386_11.35898",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2178,291.866377081644
"96","Kallakorai","The Nilgiris",11.35825,76.67364,7192,2,1970,52,"VP","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",3500,"76.67364_11.35825",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2181,312.207819140564
"97","Kallakorai","The Nilgiris",11.35928,76.6737109,7109,2,1985,37,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.6737109_11.35928",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2166,301.09747427948
"98","Kallakorai","The Nilgiris",11.35757,76.6737,7328,1.5,1990,32,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.6737_11.35757",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2210,307.926801574646
"99","Kallakorai","The Nilgiris",11.36227,76.66328,6895,1.5,1990,32,"chinese","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.66328_11.36227",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2077,172.782184786161
"100","Kallakorai","The Nilgiris",11.36283,76.6632,6917,1,1990,32,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",3500,"76.6632_11.36283",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2089,333.134040951889
"101","Kallakorai","The Nilgiris",11.3642,76.66292,6756,1,1960,62,"clone","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",5000,"76.66292_11.3642",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2038,358.815468391511
"102","Kallakorai","The Nilgiris",11.36198,76.66199,6811,2,2002,20,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil",NA,3000,"76.66199_11.36198",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2051,215.147891864244
"103","Kallakorai","The Nilgiris",11.35982,76.66168,6878,1,1990,32,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.66168_11.35982",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2078,15.2068114161361
"104","Kallakorai","The Nilgiris",11.35649,76.66312,6847,1,1990,32,"VP","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",3500,"76.66312_11.35649",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2059,191.972386260667
"105","Kallakorai","The Nilgiris",11.35362,76.6619,6847,2,2002,20,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.6619_11.35362",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2066,298.992014755209
"106","Kallakorai","The Nilgiris",11.35293,76.66142,6870,2,1995,27,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.66142_11.35293",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2067,323.329023788985
"107","Kallakorai","The Nilgiris",11.35414,76.65923,6862,0.5,2002,20,"clone","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.65923_11.35414",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2071,85.2185014249808
"108","Kallakorai","The Nilgiris",11.35486,76.659,6881,1.5,1980,42,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",5000,"76.659_11.35486",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2080,82.8398632503867
"109","Kallakorai","The Nilgiris",11.3552,76.65876,6902,2,1970,52,"clone","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.65876_11.3552",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2079,98.4217414977119
"110","Kallakorai","The Nilgiris",11.3558,76.65874,6881,2,1990,32,"clone","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",4500,"76.65874_11.3558",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2078,63.0041027761093
"111","Kallakorai","The Nilgiris",11.35882,76.65848,7048,1,1970,52,"clone","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4500,"76.65848_11.35882",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2120,90.9920428491118
"112","Kallakorai","The Nilgiris",11.3599,76.66365,6715,1,1998,24,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",3500,"76.66365_11.3599",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2020,39.2940466865147
"113","Kallakorai","The Nilgiris",11.36056,76.6625,6773,1.5,2002,20,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.6625_11.36056",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2044,40.1743014779712
"114","Kallakorai","The Nilgiris",11.35778,76.663666,6879,1,1990,32,"VP","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",4000,"76.663666_11.35778",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2078,97.5354266678887
"115","Kallakorai","The Nilgiris",11.3574,76.6642,6795,1.5,1990,32,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",5000,"76.6642_11.3574",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2050,82.8183960102363
"116","Kallakorai","The Nilgiris",11.35652,76.6674,6773,0.5,1985,37,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4500,"76.6674_11.35652",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2047,343.093745472144
"117","Kallakorai","The Nilgiris",11.3554,76.66786,6865,2,1990,32,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.66786_11.3554",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2067,278.219173870132
"118","Kallakorai","The Nilgiris",11.35487,76.66775,6865,1.25,2002,20,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",3500,"76.66775_11.35487",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2069,277.535499198728
"119","Kallakorai","The Nilgiris",11.3545,76.66773,6865,1.5,1990,32,"VP","1.20 m","0.75 m",4500,"Rainfed","Nil",NA,3000,"76.66773_11.3545",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2071,267.407597345858
"120","Kallakorai","The Nilgiris",11.3544,76.6672,6800,3,1995,27,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",3500,"76.6672_11.3544",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2047,258.832985548756
"121","Kallakorai","The Nilgiris",11.35345,76.66741,6826,0.5,1990,32,"VP","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",5000,"76.66741_11.35345",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2057,233.971895739283
"122","Kallakorai","The Nilgiris",11.35335,76.668,6883,2,1990,32,"S61","1.20 m","0.75 m",4500,"Rainfed","Nil","Urea",4000,"76.668_11.35335",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2075,248.589280010328
"123","Kallakorai","The Nilgiris",11.352727,76.6682,6870,2,1990,32,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",4000,"76.6682_11.352727",1432.1,21.7458333333333,10.275,0.594166666666667,1612.4,5027,19.6083333333333,11.2291666666667,0.33125,4112.5,2076,237.86636184358
